target,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,coef,intercept,train_rmse,train_r2,test_rmse,test_r2
A_malt_all,33,33,1.5941900888196798,0.006861820048351867,-0.041087644922238216,0.014852245645714277,0.6692756342012331,0.005938503625751657,1.0311285840103288,-0.6331369700065894
A_malt_all,34,34,1.580582615961668,0.006803249849779349,0.02968593617772437,0.014852245645714293,0.6702394065428792,0.003073499333311025,0.8272577358409474,-0.051183733952328225
A_malt_all,35,35,1.49915077242777,0.006452745439763313,-0.036211092451895556,0.014852245645714328,0.6698143625575468,0.004337534985349389,0.8436484004709115,-0.0932511247628729
A_malt_all,36,36,1.4487161870049226,0.006235661509928422,-0.0002698463640512176,0.014852245645714291,0.6712716989538661,2.3277207450433934e-07,0.8102229491143202,-0.00833777725788587
A_malt_all,37,37,1.4348816047509763,0.006176113771840935,0.007836654930277461,0.014852245645714291,0.6712065119148786,0.00019444283267144868,0.8092887599577838,-0.006013885625320903
A_malt_all,38,38,1.4046655562384334,0.0060460558264808254,0.07445278475597579,0.014852245645714248,0.665480222105504,0.01718103209838262,0.9069494654154625,-0.26346476864691737
A_malt_all,39,39,1.3819623178331806,0.005948335022955433,-0.019968249105151367,0.014852245645714291,0.6708635601042453,0.0012158796684126338,0.8116139219470275,-0.01180293313098102
A_malt_all,40,40,1.318496380950985,0.0056751606749652775,-0.0024695230635783058,0.01485224564571429,0.6712658219695818,1.7742693016908895e-05,0.8103913081743603,-0.008756872862054177
A_malt_all,41,41,1.2769491345747037,0.005496330226740839,-0.026661592569212165,0.0148522456457143,0.6705991935712098,0.0020029042881685166,0.9073144001427843,-0.26448174909096633
A_malt_all,42,42,1.255720404848894,0.005404956102503587,-0.015153652975886837,0.014852245645714295,0.671058187756651,0.000636270883418999,0.8088757425275307,-0.004987316950086029
